title,year,kms_raw,price_raw,url,trim,color,steering_side,engine_fuel,vehicle_type,specs_detail
Honda Accord IX Facelift (CIS),2015,"161,000 km","35,000 AED",https://auto.ae/sharjah/sale/car/honda/honda-accord-ix-facelift-cis-2015/id/222885/,N/A,Silver,Left-Hand Drive,"3.0 l, 249 hp, Petrol",Sedan,GCC Specs
Ford Mustang VI Facelift,2020,"74,000 km","54,000 AED",https://auto.ae/dubai/sale/car/ford/ford-mustang-vi-facelift-2020/id/222884/,N/A,Black,Left-Hand Drive,"2.3 l, 330 hp, Petrol",N/A,American Specs
Chevrolet Impala X,2017,"155,000 km","27,000 AED",https://auto.ae/sharjah/sale/car/chevrolet/chevrolet-impala-x-2017/id/222883/,N/A,Blue,Left-Hand Drive,"3.6 l, 309 hp, Petrol",Sedan,GCC Specs
Ford Mustang VI Facelift,2019,"83,000 km","48,000 AED",https://auto.ae/dubai/sale/car/ford/ford-mustang-vi-facelift-2019/id/222882/,N/A,Blue,Left-Hand Drive,"2.3 l, 330 hp, Petrol",Coupe,American Specs
Toyota Corolla XII (E210),2021,"82,000 km","49,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-corolla-xii-e210-2021/id/222881/,N/A,White,Left-Hand Drive,"1.6 l, 122 hp, Petrol",Sedan,GCC Specs
"Mercedes-Benz CLA AMG 35 AMG II (C118, X118)",2020,0 km,"110,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-cla-amg-ii-c118-x118-2020/id/222875/,N/A,Black,Left-Hand Drive,"2.0 l, 306 hp, Petrol",Sedan,GCC Specs
Infiniti QX70,2016,"189,000 km","45,000 AED",https://auto.ae/sharjah/sale/car/infiniti/infiniti-qx70-2016/id/222878/,N/A,Brown,Left-Hand Drive,"3.7 l, 333 hp, Petrol",SUV 5 dr.,GCC Specs
Dodge Challenger SRT III Facelift 2,2017,"90,000 km","42,000 AED",https://auto.ae/dubai/sale/car/dodge/dodge-challenger-iii-facelift-2-2017/id/222879/,N/A,Silver,Left-Hand Drive,"6.4 l, 492 hp, Petrol",Coupe,American Specs
Honda Accord IX Facelift,2016,"126,000 km","32,000 AED",https://auto.ae/dubai/sale/car/honda/honda-accord-ix-facelift-2016/id/222877/,N/A,White,Left-Hand Drive,"3.5 l, 278 hp, Petrol",Coupe,GCC Specs
Hyundai Creta I,2020,"93,000 km","39,000 AED",https://auto.ae/sharjah/sale/car/hyundai/hyundai-creta-i-2020/id/222876/,N/A,Black,Left-Hand Drive,"1.6 l, 123 hp, Petrol",SUV 5 dr.,GCC Specs
BMW 7 Series 730i VI (G11/G12),2016,"95,000 km","55,000 AED",https://auto.ae/dubai/sale/car/bmw/bmw-7-series-vi-g11g12-2016/id/222873/,N/A,White,Left-Hand Drive,"2.0 l, 249 hp, Petrol",Sedan,GCC Specs
Toyota Yaris III Facelift 2,2019,"79,000 km","29,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-yaris-iii-facelift-2-2019/id/222874/,N/A,White,Left-Hand Drive,"1.5 l, 106 hp, Petrol",Hatchback 5 dr.,GCC Specs
Nissan Patrol VI (Y62) Facelift 2,2021,"114,000 km","135,000 AED",https://auto.ae/dubai/sale/car/nissan/nissan-patrol-vi-y62-facelift-2-2021/id/222872/,Trim SE Platinum City,Black,Left-Hand Drive,"4.0 l, 275 hp, Petrol",SUV 5 dr.,GCC Specs
"Mercedes-Benz E-Class 550 IV (W212, S212, C207)",2010,"125,000 km","29,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-e-class-iv-w212-s212-c207-2010/id/222870/,N/A,Black,Left-Hand Drive,"4.7 l, 408 hp, Petrol",Sedan,Japanese Specs
Porsche Cayenne S II (958),2013,"137,000 km","42,000 AED",https://auto.ae/dubai/sale/car/porsche/porsche-cayenne-ii-958-2013/id/222866/,Trim S Tiptronic,White,Left-Hand Drive,"4.8 l, 400 hp, Petrol",SUV 5 dr.,GCC Specs
Dodge Challenger R_T III Facelift 2,2021,"65,000 km","68,000 AED",https://auto.ae/dubai/sale/car/dodge/dodge-challenger-iii-facelift-2-2021/id/222864/,N/A,White,Left-Hand Drive,"6.4 l, 492 hp, Petrol",Coupe,American Specs
Volkswagen Golf R VII Facelift,2018,"121,000 km","65,000 AED",https://auto.ae/dubai/sale/car/volkswagen/volkswagen-golf-r-vii-facelift-2018/id/222863/,N/A,White,Left-Hand Drive,"2.0 l, 310 hp, Petrol",Hatchback 5 dr.,GCC Specs
MINI Hatch Cooper S III (F55/F56) Facelift,2020,"107,000 km","57,000 AED",https://auto.ae/dubai/sale/car/mini/mini-hatch-iii-f55f56-facelift-2020/id/222862/,Trim Cooper S,Beige,Left-Hand Drive,"2.0 l, 192 hp, Petrol",Hatchback 3 dr.,GCC Specs
Dodge Charger SXT VII (LD) Facelift,2018,"106,000 km","35,000 AED",https://auto.ae/dubai/sale/car/dodge/dodge-charger-vii-ld-facelift-2018/id/222861/,N/A,Yellow,Left-Hand Drive,"3.6 l, 296 hp, Petrol",Sedan SRT,American Specs
GMC Yukon III (GMT900),2007,"261,000 km","17,000 AED",https://auto.ae/dubai/sale/car/gmc/gmc-yukon-iii-gmt900-2007/id/222860/,N/A,Silver,Left-Hand Drive,"6.0 l, 371 hp, Petrol",SUV 5 dr. XL,American Specs
Porsche Cayenne S II (958),2011,"143,000 km","33,000 AED",https://auto.ae/dubai/sale/car/porsche/porsche-cayenne-ii-958-2011/id/222859/,Trim S Tiptronic,White,Left-Hand Drive,"4.8 l, 400 hp, Petrol",SUV 5 dr.,GCC Specs
MINI Hatch Cooper S III (F55/F56),2016,"143,000 km","28,000 AED",https://auto.ae/dubai/sale/car/mini/mini-hatch-iii-f55f56-2016/id/222857/,Trim Cooper S,Blue,Left-Hand Drive,"2.0 l, 192 hp, Petrol",Hatchback 3 dr.,GCC Specs
Chevrolet Cruze I Facelift,2016,"154,000 km","15,000 AED",https://auto.ae/sharjah/sale/car/chevrolet/chevrolet-cruze-i-facelift-2016/id/222856/,N/A,Silver,Left-Hand Drive,"1.8 l, 141 hp, Petrol",Sedan,GCC Specs
Toyota Yaris III Facelift 2,2020,"80,000 km","30,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-yaris-iii-facelift-2-2020/id/222855/,N/A,White,Left-Hand Drive,"1.5 l, 106 hp, Petrol",Hatchback 5 dr.,GCC Specs
Kia Picanto III Facelift,2023,"88,000 km","34,000 AED",https://auto.ae/sharjah/sale/car/kia/kia-picanto-iii-facelift-2023/id/222854/,N/A,Silver,Left-Hand Drive,"1.2 l, 84 hp, Petrol",Hatchback 5 dr.,GCC Specs
Infiniti QX30,2019,"120,000 km","39,000 AED",https://auto.ae/sharjah/sale/car/infiniti/infiniti-qx30-2019/id/222853/,N/A,Black,Left-Hand Drive,"2.0 l, 211 hp, Petrol",SUV 5 dr.,GCC Specs
BMW 4 Series 428i F32/F33/F36,2014,"170,000 km","43,000 AED",https://auto.ae/sharjah/sale/car/bmw/bmw-4-series-f32f33f36-2014/id/222848/,N/A,Black,Left-Hand Drive,"2.0 l, 245 hp, Petrol",Coupe,GCC Specs
Kia Telluride I,2020,"191,000 km","68,000 AED",https://auto.ae/sharjah/sale/car/kia/kia-telluride-i-2020/id/222852/,N/A,White,Left-Hand Drive,"3.8 l, 295 hp, Petrol",SUV 5 dr.,GCC Specs
Hyundai Tucson III Facelift,2019,"158,000 km","43,000 AED",https://auto.ae/sharjah/sale/car/hyundai/hyundai-tucson-iii-facelift-2019/id/222851/,N/A,Red,Left-Hand Drive,"2.0 l, 161 hp, Petrol",SUV 5 dr.,GCC Specs
Kia Picanto III,2020,"94,000 km","23,000 AED",https://auto.ae/sharjah/sale/car/kia/kia-picanto-iii-2020/id/222850/,N/A,Silver,Left-Hand Drive,"1.2 l, 84 hp, Petrol",Hatchback 5 dr.,GCC Specs
Dodge Charger R_T VII (LD),2013,"232,000 km","23,000 AED",https://auto.ae/sharjah/sale/car/dodge/dodge-charger-vii-ld-2013/id/222849/,N/A,Blue,Left-Hand Drive,"5.7 l, 370 hp, Petrol",Sedan,American Specs
Kia Cerato III Facelift (Classic),2017,"11,000 km","22,000 AED",https://auto.ae/sharjah/sale/car/kia/kia-cerato-iii-facelift-classic-2017/id/222847/,N/A,Silver,Left-Hand Drive,"1.6 l, 130 hp, Petrol",Sedan,GCC Specs
Mercedes-Benz GLA 250 I (X156),2016,"165,000 km","40,000 AED",https://auto.ae/sharjah/sale/car/mercedes-benz/mercedes-benz-gla-i-x156-2016/id/222846/,Trim GLA 250 4MATIC Special Edition,Silver,Left-Hand Drive,"2.0 l, 211 hp, Petrol",SUV 5 dr.,American Specs
Mercedes-Benz Maybach S-Class 600 I (X222),2015,"173,000 km","166,000 AED",https://auto.ae/sharjah/sale/car/mercedes-benz/mercedes-benz-maybach-s-class-i-x222-2015/id/222845/,Trim S600,Black,Left-Hand Drive,"6.0 l, 530 hp, Petrol",Sedan,GCC Specs
Hyundai Santa Fe III,2015,"128,000 km","32,000 AED",https://auto.ae/sharjah/sale/car/hyundai/hyundai-santa-fe-iii-2015/id/222844/,N/A,Black,Left-Hand Drive,"3.3 l, 294 hp, Petrol",SUV 5 dr. Grand,GCC Specs
Land Rover Range Rover Sport SVR II Facelift,2018,"133,000 km","200,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-sport-ii-facelift-2018/id/215545/,Trim SVR,Blue,Left-Hand Drive,"5.0 l, 575 hp, Petrol",SUV 5 dr.,GCC Specs
Nissan Kicks I Facelift,2022,"89,123 km","42,000 AED",https://auto.ae/sharjah/sale/car/nissan/nissan-kicks-i-facelift-2022/id/222843/,N/A,White,Left-Hand Drive,"1.6 l, 122 hp, Petrol",SUV 5 dr.,GCC Specs
Toyota Avalon IV Facelift,2017,"168,000 km","45,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-avalon-iv-facelift-2017/id/222842/,N/A,White,Left-Hand Drive,"3.5 l, 268 hp, Petrol",Sedan,GCC Specs
Infiniti QX70,2019,"114,000 km","63,000 AED",https://auto.ae/sharjah/sale/car/infiniti/infiniti-qx70-2019/id/222831/,N/A,Grey,Left-Hand Drive,"3.7 l, 333 hp, Petrol",SUV 5 dr.,GCC Specs
Nissan Patrol VI (Y62) Facelift 2,2022,"44,000 km","255,000 AED",https://auto.ae/dubai/sale/car/nissan/nissan-patrol-vi-y62-facelift-2-2022/id/222840/,Trim Nismo,Grey,Left-Hand Drive,"5.6 l, 428 hp, Petrol",SUV 5 dr.,GCC Specs
BMW 8 Series M850i xDrive II (G14/G15/G16) Facelift,2024,0 km,"435,000 AED",https://auto.ae/dubai/sale/car/bmw/bmw-8-series-ii-g14g15g16-facelift-2024/id/207055/,Trim M850i xDrive BMW M 50 Years Special Edition,Grey,Left-Hand Drive,"4.4 l, 530 hp, Petrol",Coupe,GCC Specs
Nissan Patrol VI (Y62) Facelift 2,2021,"31,000 km","230,000 AED",https://auto.ae/dubai/sale/car/nissan/nissan-patrol-vi-y62-facelift-2-2021/id/207063/,Trim Nismo,White,Left-Hand Drive,"5.6 l, 428 hp, Petrol",SUV 5 dr.,GCC Specs
Lincoln Navigator IV,2019,"77,000 km","175,000 AED",https://auto.ae/dubai/sale/car/lincoln/lincoln-navigator-iv-2019/id/207070/,N/A,White,Left-Hand Drive,"3.5 l, 456 hp, Petrol",SUV 5 dr.,GCC Specs
Mercedes-Benz A-Class 200 IV (W177) Facelift,2025,0 km,"195,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-a-class-iv-w177-facelift-2025/id/207067/,N/A,Grey,Left-Hand Drive,"1.3 l, 163 hp, Petrol",Sedan,GCC Specs
Lincoln Navigator IV,2021,"90,000 km","195,000 AED",https://auto.ae/dubai/sale/car/lincoln/lincoln-navigator-iv-2021/id/221428/,Trim other,Grey,Left-Hand Drive,"3.5 l, 456 hp, Petrol",SUV 5 dr.,GCC Specs
Toyota RAV4 V (XA50),2021,"106,000 km","99,000 AED",https://auto.ae/dubai/sale/car/toyota/toyota-rav4-v-xa50-2021/id/222837/,Trim ADVENTURE,Grey,Left-Hand Drive,"2.5 l, 205 hp, Petrol",SUV 5 dr.,GCC Specs
Hyundai Kona I,2019,"87,000 km","37,000 AED",https://auto.ae/sharjah/sale/car/hyundai/hyundai-kona-i-2019/id/222830/,N/A,Black,Left-Hand Drive,"1.6 l, 177 hp, Petrol",SUV 5 dr.,American Specs
Toyota RAV4 V (XA50),2018,"163,000 km","44,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-rav4-v-xa50-2018/id/222829/,Trim EX,White,Left-Hand Drive,"2.5 l, 205 hp, Petrol",SUV 5 dr.,American Specs
Land Rover Range Rover Velar P250 I Facelift,2024,"18,400 km","280,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-velar-i-facelift-2024/id/222828/,Trim Dynamic SE,Grey,Left-Hand Drive,"2.0 l, 250 hp, Petrol",SUV 5 dr.,GCC Specs
Lexus LX 600 IV,2024,"32,000 km","430,000 AED",https://auto.ae/dubai/sale/car/lexus/lexus-lx-iv-2024/id/222826/,Trim LX 600 Prestige,White,Left-Hand Drive,"3.4 l, 415 hp, Petrol",SUV 5 dr.,GCC Specs
Nissan Pathfinder IV Facelift,2020,"80,000 km","58,999 AED",https://auto.ae/sharjah/sale/car/nissan/nissan-pathfinder-iv-facelift-2020/id/222819/,N/A,Grey,Left-Hand Drive,"3.5 l, 284 hp, Petrol",SUV 5 dr.,GCC Specs
Kia Picanto III,2020,"107,000 km","23,000 AED",https://auto.ae/sharjah/sale/car/kia/kia-picanto-iii-2020/id/222818/,N/A,White,Left-Hand Drive,"1.2 l, 84 hp, Petrol",Hatchback 5 dr.,GCC Specs
Toyota HiAce H200 Facelift,2024,0 km,"110,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-hiace-h200-facelift-2024/id/211424/,N/A,White,Left-Hand Drive,"2.5 l, 102 hp, Diesel",VAN,N/A
Toyota RAV4 IV (XA40),2015,"112,000 km","33,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-rav4-iv-xa40-2015/id/222817/,N/A,Silver,Left-Hand Drive,"2.5 l, 176 hp, Petrol",SUV 5 dr.,Canadian Specs
Toyota Land Cruiser 70 Series Facelift 2,2024,0 km,"150,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-land-cruiser-70-series-facelift-2-2024/id/211324/,N/A,White,Left-Hand Drive,"4.2 l, 129 hp, Diesel",SUV 5 dr. 76,GCC Specs
Toyota Land Cruiser 70 Series Facelift 2,2025,0 km,"155,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-land-cruiser-70-series-facelift-2-2025/id/211299/,N/A,White,Left-Hand Drive,"4.2 l, 129 hp, Diesel",SUV 5 dr. 76,N/A
Toyota HiAce H300,2025,0 km,"105,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-hiace-h300-2025/id/211447/,N/A,White,Left-Hand Drive,"2.8 l, 177 hp, Diesel",VAN,GCC Specs
Toyota Land Cruiser 70 Series Facelift 2,2025,0 km,"155,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-land-cruiser-70-series-facelift-2-2025/id/211295/,N/A,White,Left-Hand Drive,"4.2 l, 129 hp, Diesel",SUV 5 dr. 76,N/A
Toyota Land Cruiser 70 Series Facelift 2,2025,0 km,"145,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-land-cruiser-70-series-facelift-2-2025/id/211334/,N/A,White,Left-Hand Drive,"4.2 l, 129 hp, Diesel",SUV 5 dr. 76,N/A
Toyota Hilux Extra Cab VIII Facelift,2024,0 km,"94,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-hilux-viii-facelift-2024/id/211475/,N/A,White,Left-Hand Drive,"2.4 l, 150 hp, Diesel",Pickup truck one and a half cab Extra Cab,N/A
Toyota Land Cruiser 70 Series Facelift 2,2024,0 km,"155,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-land-cruiser-70-series-facelift-2-2024/id/211320/,N/A,White,Left-Hand Drive,"4.2 l, 129 hp, Diesel",SUV 5 dr. 76,N/A
Toyota Land Cruiser 70 Series Facelift 2,2025,0 km,"165,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-land-cruiser-70-series-facelift-2-2025/id/211285/,N/A,White,Left-Hand Drive,"4.2 l, 129 hp, Diesel",SUV 5 dr. 76,N/A
Toyota Land Cruiser 70 Series Facelift 2,2025,0 km,"170,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-land-cruiser-70-series-facelift-2-2025/id/211279/,N/A,White,Left-Hand Drive,"4.2 l, 131 hp, Diesel",Pickup single cab 79,N/A
Toyota Land Cruiser 70 Series Facelift 2,2025,0 km,"165,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-land-cruiser-70-series-facelift-2-2025/id/211287/,N/A,White,Left-Hand Drive,"4.2 l, 129 hp, Diesel",SUV 5 dr. 76,N/A
Daihatsu Gran Move,2002,"145,000 km","18,000 AED",https://auto.ae/sharjah/sale/car/daihatsu/daihatsu-gran-move-2002/id/214242/,Trim other,White,Left-Hand Drive,"1.5 l, 90 hp, Petrol",Compact Van,GCC Specs
Rolls-Royce Cullinan Mansory I,2020,"18,845 km","1,324,999 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-cullinan-i-2020/id/222805/,N/A,Black,Left-Hand Drive,"6.8 l, 620 hp, Petrol",SUV 5 dr.,European Specs
Porsche 718 Boxster GTS IV 718 (982),2022,"2,388 km","459,999 AED",https://auto.ae/dubai/sale/car/porsche/porsche-718-boxster-iv-718-982-2022/id/222804/,Trim 718 Boxster 25 Years,Grey,Left-Hand Drive,"4.0 l, 400 hp, Petrol",N/A,GCC Specs
Lamborghini Huracán I,2018,"16,197 km","639,999 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-huracán-i-2018/id/222803/,N/A,Blue,Left-Hand Drive,"5.2 l, 580 hp, Petrol",Coupe,European Specs
Infiniti QX55,2022,"3,964 km","134,999 AED",https://auto.ae/dubai/sale/car/infiniti/infiniti-qx55-2022/id/222802/,Trim Sensory,Blue,Left-Hand Drive,"2.0 l, 272 hp, Petrol",SUV 5 dr.,GCC Specs
Bentley Continental GT Speed III,2022,665 km,"949,999 AED",https://auto.ae/dubai/sale/car/bentley/bentley-continental-gt-iii-2022/id/222801/,Trim Speed,Other Color,Left-Hand Drive,"6.0 l, 659 hp, Petrol",N/A,European Specs
Rolls-Royce Ghost Black Badge II,2022,"28,129 km","1,099,999 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-ghost-ii-2022/id/222800/,Trim Black Badge,White,Left-Hand Drive,"6.7 l, 600 hp, Petrol",Sedan,GCC Specs
Audi Q8 55 TFSI I (4M),2023,"4,344 km","259,999 AED",https://auto.ae/dubai/sale/car/audi/audi-q8-i-4m-2023/id/222799/,Trim 55 TFSI,White,Left-Hand Drive,"3.0 l, 340 hp, Petrol",SUV 5 dr.,European Specs
Lamborghini Huracán I,2017,"17,560 km","624,999 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-huracán-i-2017/id/222798/,Trim LP-580,White,Left-Hand Drive,"5.2 l, 580 hp, Petrol",Coupe,Japanese Specs
Mercedes-Benz C-Class AMG 43 AMG IV (W205) Facelift,2019,"79,510 km","159,999 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-c-class-amg-iv-w205-facelift-2019/id/222797/,N/A,White,Left-Hand Drive,"3.0 l, 390 hp, Petrol",N/A,GCC Specs
Land Rover Range Rover P530 MHEV V,2023,"27,500 km","649,999 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-v-2023/id/222796/,Trim Autobiography,Black,Left-Hand Drive,"4.4 l, 530 hp, Petrol",SUV 5 dr.,European Specs
Audi SQ5 II (FY) Facelift,2023,"52,274 km","214,999 AED",https://auto.ae/dubai/sale/car/audi/audi-sq5-ii-fy-facelift-2023/id/222795/,Trim TFSI quattro tiptronic,White,Left-Hand Drive,"3.0 l, 354 hp, Petrol",SUV 5 dr.,GCC Specs
Land Rover Range Rover Sport P400 MHEV II Facelift,2019,"110,939 km","174,999 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-sport-ii-facelift-2019/id/222794/,Trim HST,Silver,Left-Hand Drive,"3.0 l, 400 hp, Petrol",SUV 5 dr.,GCC Specs
Mercedes-Benz AMG GT 63 S E Performance I Facelift,2024,76 km,"579,999 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-amg-gt-i-facelift-2024/id/222793/,N/A,Black,Left-Hand Drive,"4.0 l, 843 hp, Hybrid",N/A,Japanese Specs
Mercedes-Benz GLE Coupe AMG 63 AMG S II (C167),2023,"14,493 km","499,999 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-gle-coupe-amg-ii-c167-2023/id/222792/,Trim GLE 63 S 4MATIC+,Black,Left-Hand Drive,"4.0 l, 612 hp, Petrol",SUV 5 dr.,GCC Specs
Land Rover Range Rover Evoque P200 II,2020,"68,523 km","124,999 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-evoque-ii-2020/id/222791/,Trim R-Dynamic S,Grey,Left-Hand Drive,"2.0 l, 200 hp, Petrol",SUV 5 dr.,GCC Specs
Mercedes-Benz AMG GT 63 II,2024,116 km,"689,999 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-amg-gt-ii-2024/id/222790/,Trim AMG GT 63,White,Left-Hand Drive,"4.0 l, 585 hp, Petrol",Coupe,Japanese Specs
Rolls-Royce Wraith,2021,"52,529 km","969,999 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-wraith-2021/id/222789/,N/A,White,Left-Hand Drive,"6.6 l, 632 hp, Petrol",Coupe,Japanese Specs
Mercedes-Benz E-Class AMG 63 AMG S V (W213),2018,"2,566 km","294,999 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-e-class-amg-v-w213-2018/id/222788/,Trim E 63 S 4MATIC+ Special edition,Silver,Left-Hand Drive,"4.0 l, 612 hp, Petrol",Sedan,Japanese Specs
Mercedes-Benz E-Class AMG 53 AMG V (W213),2019,"51,538 km","199,999 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-e-class-amg-v-w213-2019/id/222787/,N/A,Silver,Left-Hand Drive,"3.0 l, 435 hp, Petrol",Sedan,Japanese Specs
Mercedes-Benz C-Class AMG 63 AMG IV (W205),2017,"49,188 km","169,999 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-c-class-amg-iv-w205-2017/id/222786/,Trim AMG C 63,White,Left-Hand Drive,"4.0 l, 476 hp, Petrol",Sedan,Japanese Specs
Land Rover Defender 110 II,2022,16 km,"475,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-defender-ii-2022/id/222784/,Trim other,Grey,Left-Hand Drive,"3.0 l, 400 hp, Petrol",SUV 5 dr. 110,European Specs
Land Rover Range Rover Sport P360 MHEV II Facelift,2019,"82,995 km","169,999 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-sport-ii-facelift-2019/id/222783/,Trim Autobiography DYNAMIC,White,Left-Hand Drive,"3.0 l, 360 hp, Petrol",SUV 5 dr.,GCC Specs
Land Rover Range Rover P525 IV Facelift,2021,"73,756 km","244,999 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-iv-facelift-2021/id/222782/,Trim Autobiography,White,Left-Hand Drive,"5.0 l, 525 hp, Petrol",SUV 5 dr.,European Specs
Jaguar XE I,2016,"119,115 km","29,999 AED",https://auto.ae/dubai/sale/car/jaguar/jaguar-xe-i-2016/id/222781/,Trim R-Sport,Grey,Left-Hand Drive,"2.0 l, 249 hp, Petrol",Sedan,GCC Specs
Land Rover Range Rover Sport P380 II Facelift,2019,"159,090 km","139,999 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-sport-ii-facelift-2019/id/222780/,N/A,Black,Left-Hand Drive,"3.0 l, 380 hp, Petrol",SUV 5 dr.,GCC Specs
Mercedes-Benz Maybach GLS 600 I,2021,"104,076 km","439,999 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-maybach-gls-i-2021/id/222779/,Trim GLS 600 4MATIC,Black,Left-Hand Drive,"4.0 l, 558 hp, Petrol",SUV 5 dr.,GCC Specs
Rolls-Royce Dawn,2016,"39,540 km","834,999 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-dawn-2016/id/222778/,N/A,Blue,Left-Hand Drive,"6.6 l, 570 hp, Petrol",N/A,European Specs
Audi Q3 Sportback II (F3),2024,"14,483 km","164,999 AED",https://auto.ae/dubai/sale/car/audi/audi-q3-sportback-ii-f3-2024/id/222777/,N/A,White,Left-Hand Drive,"1.4 l, 150 hp, Petrol",SUV 5 dr.,GCC Specs
