brand,model,type,price_aed,year,kms,url
Nissan,Patrol,SE Platinum,139000,2020,173000,https://uae.dubizzle.com/motors/used-cars/nissan/patrol/2025/12/17/se-v6-2020-3-071---a7e1ce62357d45f0bdcfb8c058916ab8/
Lexus,RX-Series,Platinum,19500,2009,147000,https://uae.dubizzle.com/motors/used-cars/lexus/rx-series/2025/12/12/lexus-rx350-2009-gcc-all-wheel-drive-full--12-538---c82a2ed24330498e98c54611b815de24/
Audi,Q5,45 TFSI quattro S line,170000,2023,29600,https://uae.dubizzle.com/motors/used-cars/audi/q5/2025/12/24/audi-s-q-5-2-883---d256ce7f84a54704a3d26e65d92b7cb3/
Mitsubishi,Pajero,GLS,39500,2015,87000,https://uae.dubizzle.com/motors/used-cars/mitsubishi/pajero/2025/12/8/2015-pajero-35-ltr-v6-3-door-4wd-5-seater--2-595---b45fc7080029483c815d5b24820a87bc/
Nissan,X-Trail,S,56000,2022,54000,https://uae.dubizzle.com/motors/used-cars/nissan/x-trail/2025/12/24/nissan-xtrail-25-2022-gcc-well-maintained--2-311---a5d69a34ae3b4ffb937a75c7c9714300/
Fiat,500X,Cross Plus,40000,2022,30000,https://uae.dubizzle.com/motors/used-cars/fiat/500x/2025/12/10/under-warranty-original-paint-not-negotiab-2-369---7d0fd40178164a0a896fae1e9ebe5c46/
Lincoln,Navigator,Reserve,130000,2019,120000,https://uae.dubizzle.com/motors/used-cars/lincoln/navigator/2025/11/30/long-base-full-options-not-negotiable-2-021---1c24ec19019942a2843280715c45dbed/
Ford,Escape,SEL,25000,2018,125000,https://uae.dubizzle.com/motors/used-cars/ford/escape/2025/11/19/mid-options-25l-perfect-condition-not-nego-2-048---407c645c2f74463695bea800705f5174/
Land Rover,Discovery Sport,HSE Luxury,39500,2017,173000,https://uae.dubizzle.com/motors/used-cars/land-rover/discovery-sport/2025/11/20/land-rover-discovery-sport-hse-si4-20l-tur-2-770---cff807d36dd34b6f9860d4560648ead2/
BMW,X5,4.8i,32000,2013,155000,https://uae.dubizzle.com/motors/used-cars/bmw/x5/2025/11/20/bmw-x5-v8-gcc-first-owner-with-services-hi-2-946---34e5f578dc454b41a02a9a880308866c/
Audi,A4,2.0 TFSI Quattro S,23000,2014,180000,https://uae.dubizzle.com/motors/used-cars/audi/a4/2025/12/24/audi-a4-2-222---030ad781a67d4598ada9c26cd27c5b45/
Peugeot,208,GT Line,54900,2022,44893,https://uae.dubizzle.com/motors/used-cars/peugeot/208/2025/12/3/peugeot-208-gt-line-2022-gcc-specs-under-w-3-046---52035d820ffb4acdb1d926e05e5331b2/
JAC,S3 Plus,Intelligent Luxury,29500,2022,73000,https://uae.dubizzle.com/motors/used-cars/jac/s3-plus/2025/11/24/gcc-full-agency-maintained-with-agency-war-2-578---2a14e3f1cfdb4ada8dd4201f88fb19de/
Mercedes-Benz,CLA,CLA200,189000,2026,0,https://uae.dubizzle.com/motors/used-cars/mercedes-benz/cla/2025/7/24/2026-mercedes-benz-cla200-sporty-elegance--2-202---f2eccc80c41c4eeaab03d82fc3f522de/
Toyota,Rav 4,GXR,43000,2015,279000,https://uae.dubizzle.com/motors/used-cars/toyota/rav-4/2025/12/24/toyota-rav-4-gxr-2015-no-accident-excellen-2-296---58a6dd02c41b4b5eba59984c4e45603e/
Chevrolet,Blazer,2LT,57000,2019,79000,https://uae.dubizzle.com/motors/used-cars/chevrolet/blazer/2025/12/24/chevrolet-blazer-2019-no-accident-clean-ti-2-263---c546fa45fb1d40bbb6b5a8d20264091c/
Mercedes-Benz,GL-Class,GL 550,39000,2012,126000,https://uae.dubizzle.com/motors/used-cars/mercedes-benz/gl-class/2025/12/24/mercedes-benz-gl-class-gl-550-2-538---06c3ef1a77f94fcd928bcced664b5b08/
Audi,Q5,45 TFSI quattro S line,41000,2016,133000,https://uae.dubizzle.com/motors/used-cars/audi/q5/2025/11/12/gcc-family-used-car-audi-q5-s-line-quattro-2-084---8ba89b5f994a49498024646b471651b9/
Toyota,Camry,Limited,11500,2011,147000,https://uae.dubizzle.com/motors/used-cars/toyota/camry/2025/11/19/toyota-camry-2011-gcc-full-option-with-sun-12-873---47295efe151543cea870514593efecf3/
BMW,6-Series,650i,47500,2006,134000,https://uae.dubizzle.com/motors/used-cars/bmw/6-series/2025/12/24/immacculate-bmw-650i-convertible-48l-v8-2-177---cb3ecc82db4d49ca91b47dca44c30cae/
Toyota,Camry,Limited,11200,2011,148000,https://uae.dubizzle.com/motors/used-cars/toyota/camry/2025/11/19/toyota-camry-2011-gcc-full-option-with-sun-12-909---4a5570ca54ca44faac40d401b53256e7/
BMW,5-Series,520i,195000,2025,10000,https://uae.dubizzle.com/motors/used-cars/bmw/5-series/2025/12/24/bmw-520i-2025-koreanbody-kit-m-power-orgin-12-113---be7a9722e0304581b9148640fabb86d7/
Jeep,Gladiator,Sand Runner,179900,2023,6000,https://uae.dubizzle.com/motors/used-cars/jeep/gladiator/2025/11/25/jeep-gladiator-v6-36-l-2023-gcc-under-warr-3-143---b48e45e005a544f6a113279ba68df676/
Mercedes-Benz,CLA,CLA250 AMG,184900,2025,8262,https://uae.dubizzle.com/motors/used-cars/mercedes-benz/cla/2025/12/6/apx-emi-2659month-cla250-premium-plus-amg--3-841---5b2e51a838cd46c590a11d56d527af35/
Toyota,Land Cruiser,GXR,99000,2019,251000,https://uae.dubizzle.com/motors/used-cars/toyota/land-cruiser/2025/12/15/gxr-v6-2019-3-063---d258c10f48764a198e8b42b3101e8c8f/
Mercedes-Benz,C-Class,C200,79000,2018,179000,https://uae.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2025/12/15/c200-2018-3-883---65080a1d3c2a439bb7c67ccfb2b83169/
Mercedes-Benz,S-Class,S 500 4Matic,95000,2016,168000,https://uae.dubizzle.com/motors/used-cars/mercedes-benz/s-class/2025/12/24/mercedes-s-500-coupy-2016-gcc-v8-perfect-c-12-131---c237ffc7f1d5493e83712d82a101920b/
Mercedes-Benz,C-Class,C200,82999,2018,101315,https://uae.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2025/12/10/aed-1300month-0-dp-3-months-free-warranty--2-510---2476b929391e4e23b92db71b8828ce8e/
Nissan,Patrol,LE T1,124999,2020,82860,https://uae.dubizzle.com/motors/used-cars/nissan/patrol/2025/11/27/aed-1958month-0-downpayment-3-months-free--2-341---f9ff28d0669349d59f85f0f03d89056f/
Toyota,Land Cruiser,EXR,215999,2024,35767,https://uae.dubizzle.com/motors/used-cars/toyota/land-cruiser/2025/12/13/aed-3384month-0-dp-3-months-free-warranty--2-906---ddfce797797d41ae81550ba3103afbfe/
Lexus,LX-Series,LX 570 Signature,273000,2021,123000,https://uae.dubizzle.com/motors/used-cars/lexus/lx-series/2025/12/24/lx-570-signature-12-278---5545554ebb1d47f5828af87b622191b4/
Jeep,Wrangler,Unlimited Sport,129199,2023,65959,https://uae.dubizzle.com/motors/used-cars/jeep/wrangler/2025/10/27/jeep-wrangler-2023-0-downpayment-3-months--2-969---ef832fedfd974caaae9b140c0b9b0365/
Jetour,T2,Luxury,132999,2025,28083,https://uae.dubizzle.com/motors/used-cars/jetour/t2/2025/10/27/jetour-t2-2025-3-months-free-warranty-serv-2-808---6bc8803be143457b828059454987c324/
Toyota,Rav 4,VXR Hybrid,106785,2022,91296,https://uae.dubizzle.com/motors/used-cars/toyota/rav-4/2025/10/25/toyota-rav4-2022-3-months-free-warranty-se-2-604---8f3bf40f2828483e8d8bbc5442ec04a1/
MINI,Cooper,Cooper,95185,2025,3058,https://uae.dubizzle.com/motors/used-cars/mini/cooper/2025/10/28/aed-1620month-mini-cooper-c-2025-3-months--2-729---333af547951c4682ba82db4d95d81b6e/
Kia,Sportage,LX,69985,2024,49367,https://uae.dubizzle.com/motors/used-cars/kia/sportage/2025/10/29/aed-1195month-0-downpayment-3-months-free--2-941---6ee2ad5a71404de49d7b2016f4c71a43/
Toyota,FJ Cruiser,Standard,62500,2013,239150,https://uae.dubizzle.com/motors/used-cars/toyota/fj-cruiser/2025/12/15/toyota-fj-cruiser2013gcc-2-510---0c1650cc16ca4f3d95395987d8e8e88a/
Toyota,Prado,GXR,197000,2025,20000,https://uae.dubizzle.com/motors/used-cars/toyota/prado/2025/12/24/2025-under-warranty-service-free-3-532---9ce2cdce46ff42e9bc03179c55b2cd0c/
BYD,Leopard 8,Flagship,230000,2025,1,https://uae.dubizzle.com/motors/used-cars/byd/leopard-8/2025/12/24/byd-leopard-8-flagship-edition-7-seats-2-507---346f8e14bedc4fbbb3497ff4b370a345/
Lexus,ES-Series,ES 350 Luxury,115000,2020,120000,https://uae.dubizzle.com/motors/used-cars/lexus/es-series/2025/12/24/2020-es350-full-option-clean-title-14-709---7588c5396d494287bfbb2e680f3c7df5/
Zeekr,9,Luxury,378000,2025,0,https://uae.dubizzle.com/motors/used-cars/zeekr/9/2025/12/22/zeekr-9-x-2-688---17e7f7751ee54607ab52cb46b3c2144f/
Avatr,12,Ultra,155000,2025,0,https://uae.dubizzle.com/motors/used-cars/avatr/12/2025/12/22/avatra-12-ultra-2-153---4859418310fd4240a68c137676943cc5/
BYD,Leopard,Titanium 7,135000,2025,0,https://uae.dubizzle.com/motors/used-cars/byd/leopard/2025/11/30/titanium-7-ultra-2-239---19d8b35999f24b1b85b472cc9dc7fb11/
Denza,N9,Flagship,230000,2025,0,https://uae.dubizzle.com/motors/used-cars/denza/n9/2025/8/31/denza-n9-2-906---6e7abe143afc4e6ea0b9971a61d10706/
Avatr,12,Ultra,155000,2025,0,https://uae.dubizzle.com/motors/used-cars/avatr/12/2025/9/21/avatr-12-ultra-2-853---44e949059c07477fa5f818397009452a/
Hyundai,Staria,Other,105000,2026,0,https://uae.dubizzle.com/motors/used-cars/hyundai/staria/2025/10/14/hyundai-staria-2026-petrol-35-at-11-set-2-584---863699f5b6a44980bd90fd68cefb2e61/
BYD,Leopard,Titanium 7,135000,2025,0,https://uae.dubizzle.com/motors/used-cars/byd/leopard/2025/11/30/titanium-7-ultra-2-041---32924fbeb6eb465098b444b66f8d7470/
Toyota,Frontlander,Other,72000,2025,0,https://uae.dubizzle.com/motors/used-cars/toyota/frontlander/2025/12/9/toyota-forntlander-new-face-2025-mid-optio-2-577---52db6db746554871abcad328516bd281/
Toyota,Levin,Other,58500,2025,0,https://uae.dubizzle.com/motors/used-cars/toyota/levin/2025/9/16/toyota-levin-sport-black-edition-18-hybrid-2-731---b031fcf7fc1e46e5a70beb2cf98be9bd/
Land Rover,Defender,110 HSE (P400),399900,2023,18570,https://uae.dubizzle.com/motors/used-cars/land-rover/defender/2025/12/13/defender-110-p400-hse-urban-widetrack-aed--2-153---75dfa4a898fd4e9f82e596532ed3b8b0/
Jaguar,XF,R-Sport,42000,2016,119000,https://uae.dubizzle.com/motors/used-cars/jaguar/xf/2025/11/1/jaguar-xf-25t-r-sport-full-agency-service--2-485---0c8fe7718fb94e209cfa675287d6d718/
Mercedes-Benz,E-Class,E 350,33000,2008,80000,https://uae.dubizzle.com/motors/used-cars/mercedes-benz/e-class/2025/11/24/2008-e350-amg-full-options-low-mileage-bla-2-759---94bfca7e089e49e49a737a1fe960f919/
GAC,GS8,GX,89900,2024,37480,https://uae.dubizzle.com/motors/used-cars/gac/gs8/2025/12/10/2024-gac-gs8-gx-gcc-specs-7-seater-4wd-exc-3-084---a1faf72d82f44f8a9b18da483c201dc7/
Lexus,ES-Series,ES 350 F SPORT,105000,2019,120000,https://uae.dubizzle.com/motors/used-cars/lexus/es-series/2025/12/24/2019-lexus-es350-f-sport-clean-title-14-281---0d815f4dde764cf0956f16c187c4ef5c/
Nissan,Titan,Pro-4x,51000,2018,209887,https://uae.dubizzle.com/motors/used-cars/nissan/titan/2025/12/24/nissan-titan-pro-2018-clean-title-good-con-2-873---81ea6cb6424f48bd82e3406ce99c78ed/
MG,HS,Luxury,41500,2021,40891,https://uae.dubizzle.com/motors/used-cars/mg/hs/2025/12/24/aed-650month-hs-luxury-free-warranty-gcc-s-2-403---4c9aa58a89d647d88ed6d14dbc751780/
Lexus,LX-Series,Other,457000,2025,0,https://uae.dubizzle.com/motors/used-cars/lexus/lx-series/2025/10/17/lexus-lx600-f-sport-2-982---d5260fa3e7c843efa081cc25d5b1f91b/
Jeep,Wrangler Unlimited,Rubicon 392,240000,2022,24000,https://uae.dubizzle.com/motors/used-cars/jeep/wrangler-unlimited/2025/12/24/rubicon-392-v8-top-options-5-years-warrant-2-731---21a6eea6b92b4178b89040b1f463b696/
Nissan,Patrol,LE Platinum City,330000,2025,15000,https://uae.dubizzle.com/motors/used-cars/nissan/patrol/2025/12/15/aed-5060-month-i-warranty-included-3-994---d0184b447bd24d53bf7ac19ae08bc057/
Nissan,Xterra,Platinum,125000,2023,15697,https://uae.dubizzle.com/motors/used-cars/nissan/xterra/2025/5/28/aed-1917-month-i-warranty-included-3-765---f84ff1e821be4500be5112f213a3ae3b/
Renault,Megane,PE,59000,2024,0,https://uae.dubizzle.com/motors/used-cars/renault/megane/2025/5/1/aed-951-month-i-warranty-included-3-802---e23a2905e6bb4704985f07f3dab217f5/
Nissan,Kicks,SL,68900,2024,0,https://uae.dubizzle.com/motors/used-cars/nissan/kicks/2025/2/24/aed-1196-month-i-warranty-included-3-396---a0f4fca978f142888580ef8630114cf3/
Nissan,Sunny,SL,66000,2024,0,https://uae.dubizzle.com/motors/used-cars/nissan/sunny/2025/7/28/aed-1058-month-i-warranty-included-3-060---b7a63cad805a4461a19c44e6191fe75d/
Nissan,X-Trail,SV,112000,2025,0,https://uae.dubizzle.com/motors/used-cars/nissan/x-trail/2025/6/20/aed-1825-month-i-warranty-included-3-020---bc3a2f6e61cc419480dd660d45e1866f/
Nissan,Pathfinder,SV,159000,2024,0,https://uae.dubizzle.com/motors/used-cars/nissan/pathfinder/2025/12/10/aed-2499-month-i-warranty-included-3-052---541926713d844252943edabc8a71faf2/
Mitsubishi,Xpander Cross,Premium,55500,2023,78437,https://uae.dubizzle.com/motors/used-cars/mitsubishi/xpander-cross/2025/8/20/aed-851-month-i-warranty-included-2-495---6a3a4489701d48cf8920fba7e3385e20/
Nissan,Kicks,SL,68900,2024,2756,https://uae.dubizzle.com/motors/used-cars/nissan/kicks/2025/3/18/aed-1234-month-i-warranty-included-2-123---be5d67686700439caa169b7290602ce8/
Nissan,Pathfinder,SV,159000,2024,0,https://uae.dubizzle.com/motors/used-cars/nissan/pathfinder/2025/8/19/aed-2499-month-i-warranty-included-2-191---c0b26536544542178433f88a2297ec5d/
Mercedes-Benz,E-Class,E 250,42000,2016,190000,https://uae.dubizzle.com/motors/used-cars/mercedes-benz/e-class/2025/11/24/mercedes-benz-e250-amg-gcc-1399-aed-monthl-2-496---e5070c3bd9014fdd9520a3439fa7397c/
Nissan,Patrol,LE Platinum City,330000,2025,15000,https://uae.dubizzle.com/motors/used-cars/nissan/patrol/2025/7/22/aed-5520-month-i-warranty-included-2-269---b2741c3155d244f6a130e16f33efebcd/
Toyota,Rav 4,EX,84000,2022,48054,https://uae.dubizzle.com/motors/used-cars/toyota/rav-4/2025/10/27/aed-1288-month-i-warranty-included-2-862---ecd69f19c84547a19610e9555c85cda6/
Mercedes-Benz,C-Class,C200 Coupe,79900,2018,124700,https://uae.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2025/10/17/2018-mercedes-benz-c200-coupe-blue-color-e-2-768---9dce64f47bf24a5480a3b9efd9e7730c/
Jeep,Wrangler Unlimited,Sport,139990,2022,16300,https://uae.dubizzle.com/motors/used-cars/jeep/wrangler-unlimited/2025/12/24/0-down-payment-2022-jeep-wrangler-sport-2--2-947---3870cc29276346d8970264b7229dc40f/
Toyota,Rav 4,MID,16500,2007,404704,https://uae.dubizzle.com/motors/used-cars/toyota/rav-4/2025/12/24/toyota-rav4-gcc-car-automatic-model-2007-2-153---dc535d7fcd8348cd82977f2b53b6d123/
Toyota,Corolla,XLI,61900,2024,52000,https://uae.dubizzle.com/motors/used-cars/toyota/corolla/2025/12/24/1-yr-warranty-gcc-16l-xli-aed-1033-pm-2-837---2cde45257dc2400a832b0c371fb28d92/
Land Rover,Range Rover Velar,P250 S,169950,2022,61377,https://uae.dubizzle.com/motors/used-cars/land-rover/range-rover-velar/2025/12/24/aed-3257-pm-0-downpayment-range-rover-vela-2-900---d0452ebfd42d47bf83445f7cfa7bf927/
Lincoln,MKC,Premiere,40000,2017,60000,https://uae.dubizzle.com/motors/used-cars/lincoln/mkc/2025/3/4/gcc-top-options-under-warranty-and-free-se-2-129---a1cb5fffcd4b4a46b0485d991599e572/
Ford,Ranger,XLS,59000,2020,145000,https://uae.dubizzle.com/motors/used-cars/ford/ranger/2025/5/29/xls-gcc-full-agency-service-2-507---7652d1e66a744673a9f8dce359d7a293/
Land Rover,LR2,SE,14500,2010,250000,https://uae.dubizzle.com/motors/used-cars/land-rover/lr2/2025/8/15/full-options-great-condition-not-negotiabl-2-949---efc84bdca5fc45b4878716fa518e9a5d/
Jeep,Wrangler Unlimited,Rubicon,219990,2023,19423,https://uae.dubizzle.com/motors/used-cars/jeep/wrangler-unlimited/2025/12/24/jeep-wrangler-rubicon-36l-pentastar-v6-285-2-134---53443ec01bb94842b2ab6471d0eb8be7/
Ford,Everest,XLS,119900,2024,53508,https://uae.dubizzle.com/motors/used-cars/ford/everest/2025/12/24/1-yr-warranty-gcc-23l-ecoboost-aed-2000pm-2-176---10b3abee99134ce3a966fb4624d19f08/
Toyota,Prado,VXR,128000,2019,142867,https://uae.dubizzle.com/motors/used-cars/toyota/prado/2025/12/24/aed-3143month-prado-vxr-27l-gcc-specs-ref--2-371---2d496507413b49ba8c6876c351e37946/
Mercedes-Benz,GLC,Other,215000,2025,25,https://uae.dubizzle.com/motors/used-cars/mercedes-benz/glc/2025/12/24/2025-mercedes-glc-260-4matic-coupe-suv-2-720---add332ccd0ca421981ffdd2b234b985f/
BMW,8-Series,840i M Sport Gran Coupe,269000,2024,18786,https://uae.dubizzle.com/motors/used-cars/bmw/8-series/2025/9/10/2024-bmw-840i-m-sport-pro-gran-coupe-2-204---28ed0d37c848497e8c5fcedae2a64808/
BMW,X4,xDrive 30i,259999,2025,3,https://uae.dubizzle.com/motors/used-cars/bmw/x4/2025/12/24/2025-bmw-x4-xdrive-30i-m-20t-gcc-0km-with--2-683---f0a4eb30088244aeb04d6ce0ce7ea46b/
Mercedes-Benz,GLE-Class,GLE 400,59900,2016,124000,https://uae.dubizzle.com/motors/used-cars/mercedes-benz/gle-class/2025/11/9/gcc-original-paint-gle400-amg-line-good-co-2-580---821af861b79940d7baf06ed5c672e3e6/
Lexus,LX-Series,LX 700h Signature,500000,2025,0,https://uae.dubizzle.com/motors/used-cars/lexus/lx-series/2025/10/31/lexus-lx700-hybrid-2-888---4bceb8ae84934e46b7cbe7a27d2358f6/
Audi,S6/RS6,4.0 TFSI quattro,589000,2025,8508,https://uae.dubizzle.com/motors/used-cars/audi/rs6/2025/12/24/2025-audi-rs-6-40-tfsi-quattro-2-400---67099ce1aa824638ba96abd830a3783c/
Lamborghini,Urus,SE,1349000,2025,0,https://uae.dubizzle.com/motors/used-cars/lamborghini/urus/2025/12/24/lamborghini-urus-se-2025-japan-2-246---7a0dfa6f72824cefb6505252dd419713/
Lamborghini,Urus,Performante,1150000,2023,13000,https://uae.dubizzle.com/motors/used-cars/lamborghini/urus/2025/12/24/lamborghini-urus-performante-2023-japan-2-027---0439bd6bd23048eeb80e78ead5f11986/
Hyundai,Staria,Other,68900,2022,170732,https://uae.dubizzle.com/motors/used-cars/hyundai/staria/2025/11/10/stariah1-d-22-tourer-9seats-modern-trim-2-085---dc70135bd2a742f28a4643350b9d7060/
Hyundai,Avante,Other,47900,2021,115732,https://uae.dubizzle.com/motors/used-cars/hyundai/avante/2025/11/10/all-new-avante-elantra-g-16-modern-2-401---da42bf001bea4552bab73f0c4f3d3c02/
Hyundai,Elantra,Other,48900,2021,115092,https://uae.dubizzle.com/motors/used-cars/hyundai/elantra/2025/10/14/2021-hyundai-all-new-avanteelantra-g-16-mo-2-789---df2a085778634b98aa8aeab407436ea7/
Kia,K5,Other,49900,2021,107487,https://uae.dubizzle.com/motors/used-cars/kia/k5/2025/10/10/2021-kia-interactive-k5-g-20-trendy-2-023---2a9b3c87e71e4658922c6eee0bdc64f4/
Hyundai,Sonata,Other,49900,2020,103100,https://uae.dubizzle.com/motors/used-cars/hyundai/sonata/2025/10/14/2020-hyundai-sonata-dn8-g-20-premium-famil-2-720---f1f36f3c9c2d49b08c9eefa7aa25816d/
Nissan,Kicks,S,35000,2020,79000,https://uae.dubizzle.com/motors/used-cars/nissan/kicks/2025/12/9/0-payment-just-pay-monthly-instalment-2-431---7340c89c57a24d7fb8ad04d25b6c10e8/
Mitsubishi,Canter,Other,92000,2023,1500,https://uae.dubizzle.com/motors/used-cars/mitsubishi/canter/2025/9/11/2023-mitsubishi-canter-6-ton-truck-30l-die-2-801---fc6ffd6af24b41359813f978aa43fe45/
Hino,300,Other,53000,2019,220300,https://uae.dubizzle.com/motors/used-cars/hino/300/2025/7/24/2019-hino-300-916-truck-40l-rwd-bare-chass-2-738---f952ecc5def04d8b8d3e7f392094ed8f/
Infiniti,QX70,S Black Edition,50000,2017,91000,https://uae.dubizzle.com/motors/used-cars/infiniti/qx70/2025/12/24/infinity-qx70-s-sports-edition-gcc-spec-si-2-122---3014e13e89794a54b44fd603f5ccd8a8/
Toyota,Yaris,SE,46500,2023,51275,https://uae.dubizzle.com/motors/used-cars/toyota/yaris/2025/10/24/toyota-yaris-se-15l-i4-2023-gcc-specs-low--2-229---d5886a5bc37c4f56b327a28323273c9a/
Nissan,Kicks,SV,45000,2022,70000,https://uae.dubizzle.com/motors/used-cars/nissan/kicks/2025/12/24/nissan-kicks-16-sv-2022-gcc-well-maintaine-2-914---dedd1e4edf66432db0af737b78dcf473/
Volkswagen,T-Roc,Other,69000,2025,0,https://uae.dubizzle.com/motors/used-cars/volkswagen/t-roc/2025/12/24/volkswagen-t-roc-2025-15l-2-023---95d7aec9099743e0b4a7ef22c4f5b35e/
Toyota,Corolla,GLI,29000,2019,72000,https://uae.dubizzle.com/motors/used-cars/toyota/corolla/2025/11/23/toyota-corolla-2019-gcc-without-down-payme-2-025---0e319af0120a4aa0901e293f910c24bf/
Toyota,Camry,SE Plus,49000,2020,79000,https://uae.dubizzle.com/motors/used-cars/toyota/camry/2025/11/20/toyota-camry-2020-gcc-hybrid-cash-installm-2-984---7a659dae1adf4bb49fad130553959859/
Audi,S3/RS3,RS,82950,2016,156000,https://uae.dubizzle.com/motors/used-cars/audi/s3rs3/2025/11/1/audi-rs3-custom-green-immaculate-2-504---3f2438c071a74da1bf104dae5fff2b45/
Mercedes-Benz,EQE,350+,249950,2023,29000,https://uae.dubizzle.com/motors/used-cars/mercedes-benz/eqe/2025/10/12/mercedes-benz-eqe-350-suv-agency-warranty--2-888---4e7c211f07924b719b6eb61cbc1300c3/
Ford,Figo,Trend,14900,2019,85000,https://uae.dubizzle.com/motors/used-cars/ford/figo/2025/8/26/alloy-wheels-bluetooth-not-negotiable-2-120---1ec0600cb21d4e1c9b245bf85490b28e/
Hyundai,Creta,GL,50000,2023,79800,https://uae.dubizzle.com/motors/used-cars/hyundai/creta/2025/12/17/hyundai-creta-16-gl-2023-gcc-well-maintain-2-218---b47a7f0e865f4192b66ff67718018573/
Land Rover,Range Rover,Autobiography,470000,2023,28500,https://uae.dubizzle.com/motors/used-cars/land-rover/range-rover/2025/8/23/clean-title-2-key-fully-loaded-long-wheelb-2-888---5b653c2442cb47a4a65343474c3f1993/
MG,MG3,Comfort,48500,2025,8611,https://uae.dubizzle.com/motors/used-cars/mg/mg3/2025/10/23/mg-3-15l-at-2025-gcc-specs-under-agency-wa-2-786---5d0d8dfe4c104730863110fdbf58d6fb/
Porsche,Cayenne,Turbo GT,559000,2022,29734,https://uae.dubizzle.com/motors/used-cars/porsche/cayenne/2025/12/24/2022-porsche-cayenne-turbo-gt-burmester-de-2-380---7e8c639c2c2543cebd5c1546ab81634c/
Cadillac,XT5,Luxury AWD,89900,2022,125000,https://uae.dubizzle.com/motors/used-cars/cadillac/xt5/2025/12/3/amazing-cadillac-xt5-sport-luxury-awd-gcc--2-726---d8d94738cb634a2c96d7dae3b02429a2/
BYD,Song L,Other,100000,2025,0,https://uae.dubizzle.com/motors/used-cars/byd/song-l/2025/5/26/byd-song-l-ev-2025-full-electric-brand-new-2-378---52af93068e054451a0ea2a5aea1a3d30/
Nissan,Pickup,Double Cab,87000,2025,0,https://uae.dubizzle.com/motors/used-cars/nissan/pickup/2025/10/29/2025-nissan-z9-gt-20t-4wd-pickup-turbo-gas-2-805---7791c04b29e548dbbfe0740d81962a8b/
BYD,SEALION,06 DM-i,89000,2025,0,https://uae.dubizzle.com/motors/used-cars/byd/sealion/2025/10/23/2025-byd-sealion-06-dm-i-170-navigator-plu-2-891---eb37832543c642b6bc5ebbbd49b9c134/
Rolls-Royce,Spectre,Silver Badge,1845000,2025,0,https://uae.dubizzle.com/motors/used-cars/rolls-royce/spectre/2025/11/15/rolls-royce-spectre-bespoke-iced-black-mat-2-185---399d0abff7334776abef82b1ac4cbaa3/
Rolls-Royce,Spectre,Silver Badge,1560000,2025,6000,https://uae.dubizzle.com/motors/used-cars/rolls-royce/spectre/2025/12/16/rolls-royce-spectre-bespoke-2-tone-gcc-spe-2-563---479af95a03214390a486475d1b7f773e/
Chevrolet,Camaro,RS,29000,2015,171000,https://uae.dubizzle.com/motors/used-cars/chevrolet/camaro/2025/12/21/2015-chevrolet-camaro-2-703---12aeaabd855245cc875c9464de7ad4ad/
Mercedes-Benz,GLC,GLC 200,279000,2026,0,https://uae.dubizzle.com/motors/used-cars/mercedes-benz/glc/2025/11/24/2026-mercedes-glc-200-coupe-gcc-0km-black--2-302---cc32806d6fbd4b17bb2c132dff2b7271/
Mercedes-Benz,G-Class,G 63 AMG,499000,2020,16000,https://uae.dubizzle.com/motors/used-cars/mercedes-benz/g-class/2025/11/22/benz-g63-amg-2020-5a-grade-super-clean-cle-2-330---38ee047e82624ef99f17a7586848d221/
Porsche,Panamera,Platinum Edition,79000,2014,115000,https://uae.dubizzle.com/motors/used-cars/porsche/panamera/2025/12/24/best-porsche-panamera-top-options-gcc-acci-2-375---71300a3155b849649b319e17b6c6485d/
Mercedes-Benz,GLB,GLB 250 4MATIC,119000,2020,92540,https://uae.dubizzle.com/motors/used-cars/mercedes-benz/glb/2025/12/24/2020-mercedes-benz-glb-250-amg-4matic-merc-2-343---e794a08bb908477182716eded9502402/
Ford,Edge,SEL,33000,2018,92000,https://uae.dubizzle.com/motors/used-cars/ford/edge/2025/12/17/ford-edge-2018-gcc-low-mileage-service-his-3-041---50ccf6d9932847fb877b754f850c77ab/
BMW,X5,M50i,31000,2013,157000,https://uae.dubizzle.com/motors/used-cars/bmw/x5/2025/12/17/bmw-x5-2013-gcc-full-option-low-mileage-no-3-927---cbcb9456f987444fbe898f7150cd76a4/
Bentley,Bentayga,Standard,399000,2019,65419,https://uae.dubizzle.com/motors/used-cars/bentley/bentayga/2025/12/20/bentayga-v8-aed-5892-pm-up-to-3-years-unli-2-775---02aa8e277dd54b4390efc7d76eaa9ca6/
Peugeot,308,GT Line,10000,2013,145000,https://uae.dubizzle.com/motors/used-cars/peugeot/308/2025/12/24/peugeot-308-gcc-2013-low-mileage-full-opti-3-633---8ac1960783e14f81beae1e6e6abe7140/
Audi,S8,Other,155000,2020,179000,https://uae.dubizzle.com/motors/used-cars/audi/s8/2025/11/24/audi-s8-2020-luxury-performance-original-p-12-033---33df1b7444b04dbeae407591c32a1d4e/
Nissan,Altima,S,12500,2013,198000,https://uae.dubizzle.com/motors/used-cars/nissan/altima/2025/7/27/2013-s-100-12-429---71771e30801b4414850801021c271c72/
